stay_date,room_type,revenue,room_nights,available_room_nights,month,year,month_number,season,day_type
2023-06-24,Superior Double,55.370000,1,1,2023-06,2023,6,High,Weekend
2023-06-25,Standard Double,46.100000,1,1,2023-06,2023,6,High,Weekday
2023-06-25,Twin Room,0.000000,0,1,2023-06,2023,6,High,Weekday
2023-06-25,Family Room,51.020000,1,1,2023-06,2023,6,High,Weekday
2023-06-25,Superior Double,55.370000,1,1,2023-06,2023,6,High,Weekday
2023-06-26,Standard Double,46.100000,1,1,2023-06,2023,6,High,Weekday
2023-06-26,Twin Room,0.000000,0,1,2023-06,2023,6,High,Weekday
2023-06-26,Family Room,51.020000,1,1,2023-06,2023,6,High,Weekday
2023-06-26,Superior Double,55.390000,1,1,2023-06,2023,6,High,Weekday
2023-06-27,Standard Double,46.100000,1,1,2023-06,2023,6,High,Weekday
2023-06-27,Twin Room,0.000000,0,1,2023-06,2023,6,High,Weekday
2023-06-27,Family Room,51.020000,1,1,2023-06,2023,6,High,Weekday
2023-06-27,Superior Double,55.390000,1,1,2023-06,2023,6,High,Weekday
2023-06-28,Standard Double,42.120000,1,1,2023-06,2023,6,High,Weekday
2023-06-28,Twin Room,44.040000,1,1,2023-06,2023,6,High,Weekday
2023-06-28,Family Room,49.350000,1,1,2023-06,2023,6,High,Weekday
2023-06-28,Superior Double,55.390000,1,1,2023-06,2023,6,High,Weekday
2023-06-29,Standard Double,42.120000,1,1,2023-06,2023,6,High,Weekday
2023-06-29,Twin Room,44.040000,1,1,2023-06,2023,6,High,Weekday
2023-06-29,Family Room,49.350000,1,1,2023-06,2023,6,High,Weekday
2023-06-29,Superior Double,55.390000,1,1,2023-06,2023,6,High,Weekday
2023-06-30,Standard Double,42.120000,1,1,2023-06,2023,6,High,Weekend
2023-06-30,Twin Room,44.040000,1,1,2023-06,2023,6,High,Weekend
2023-06-30,Family Room,49.350000,1,1,2023-06,2023,6,High,Weekend
2023-06-30,Superior Double,55.390000,1,1,2023-06,2023,6,High,Weekend
2023-07-01,Standard Double,42.120000,1,1,2023-07,2023,7,High,Weekend
2023-07-01,Twin Room,49.250000,1,1,2023-07,2023,7,High,Weekend
2023-07-01,Family Room,49.350000,1,1,2023-07,2023,7,High,Weekend
2023-07-01,Superior Double,54.910000,1,1,2023-07,2023,7,High,Weekend
2023-07-02,Standard Double,42.120000,1,1,2023-07,2023,7,High,Weekday
2023-07-02,Twin Room,45.200000,1,1,2023-07,2023,7,High,Weekday
2023-07-02,Family Room,49.350000,1,1,2023-07,2023,7,High,Weekday
2023-07-02,Superior Double,54.910000,1,1,2023-07,2023,7,High,Weekday
2023-07-03,Standard Double,40.520000,1,1,2023-07,2023,7,High,Weekday
2023-07-03,Twin Room,45.200000,1,1,2023-07,2023,7,High,Weekday
2023-07-03,Family Room,49.350000,1,1,2023-07,2023,7,High,Weekday
2023-07-03,Superior Double,54.910000,1,1,2023-07,2023,7,High,Weekday
2023-07-04,Standard Double,40.520000,1,1,2023-07,2023,7,High,Weekday
2023-07-04,Twin Room,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-07-04,Family Room,49.350000,1,1,2023-07,2023,7,High,Weekday
2023-07-04,Superior Double,50.790000,1,1,2023-07,2023,7,High,Weekday
2023-07-05,Standard Double,40.520000,1,1,2023-07,2023,7,High,Weekday
2023-07-05,Twin Room,44.660000,1,1,2023-07,2023,7,High,Weekday
2023-07-05,Family Room,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-07-05,Superior Double,50.790000,1,1,2023-07,2023,7,High,Weekday
2023-07-06,Standard Double,40.520000,1,1,2023-07,2023,7,High,Weekday
2023-07-06,Twin Room,44.660000,1,1,2023-07,2023,7,High,Weekday
2023-07-06,Family Room,47.310000,1,1,2023-07,2023,7,High,Weekday
2023-07-06,Superior Double,52.050000,1,1,2023-07,2023,7,High,Weekday
2023-07-07,Standard Double,40.520000,1,1,2023-07,2023,7,High,Weekend
2023-07-07,Twin Room,44.660000,1,1,2023-07,2023,7,High,Weekend
2023-07-07,Family Room,47.310000,1,1,2023-07,2023,7,High,Weekend
2023-07-07,Superior Double,52.050000,1,1,2023-07,2023,7,High,Weekend
2023-07-08,Standard Double,40.520000,1,1,2023-07,2023,7,High,Weekend
2023-07-08,Twin Room,48.630000,1,1,2023-07,2023,7,High,Weekend
2023-07-08,Family Room,47.310000,1,1,2023-07,2023,7,High,Weekend
2023-07-08,Superior Double,52.050000,1,1,2023-07,2023,7,High,Weekend
2023-07-09,Standard Double,43.070000,1,1,2023-07,2023,7,High,Weekday
2023-07-09,Twin Room,48.630000,1,1,2023-07,2023,7,High,Weekday
2023-07-09,Family Room,49.160000,1,1,2023-07,2023,7,High,Weekday
2023-07-09,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-07-10,Standard Double,43.070000,1,1,2023-07,2023,7,High,Weekday
2023-07-10,Twin Room,48.630000,1,1,2023-07,2023,7,High,Weekday
2023-07-10,Family Room,49.160000,1,1,2023-07,2023,7,High,Weekday
2023-07-10,Superior Double,52.820000,1,1,2023-07,2023,7,High,Weekday
2023-07-11,Standard Double,43.070000,1,1,2023-07,2023,7,High,Weekday
2023-07-11,Twin Room,48.630000,1,1,2023-07,2023,7,High,Weekday
2023-07-11,Family Room,49.160000,1,1,2023-07,2023,7,High,Weekday
2023-07-11,Superior Double,52.820000,1,1,2023-07,2023,7,High,Weekday
2023-07-12,Standard Double,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-07-12,Twin Room,48.630000,1,1,2023-07,2023,7,High,Weekday
2023-07-12,Family Room,46.390000,1,1,2023-07,2023,7,High,Weekday
2023-07-12,Superior Double,52.820000,1,1,2023-07,2023,7,High,Weekday
2023-07-13,Standard Double,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-07-13,Twin Room,48.630000,1,1,2023-07,2023,7,High,Weekday
2023-07-13,Family Room,46.390000,1,1,2023-07,2023,7,High,Weekday
2023-07-13,Superior Double,50.840000,1,1,2023-07,2023,7,High,Weekday
2023-07-14,Standard Double,0.000000,0,1,2023-07,2023,7,High,Weekend
2023-07-14,Twin Room,0.000000,0,1,2023-07,2023,7,High,Weekend
2023-07-14,Family Room,46.390000,1,1,2023-07,2023,7,High,Weekend
2023-07-14,Superior Double,50.840000,1,1,2023-07,2023,7,High,Weekend
2023-07-15,Standard Double,46.720000,1,1,2023-07,2023,7,High,Weekend
2023-07-15,Twin Room,50.770000,1,1,2023-07,2023,7,High,Weekend
2023-07-15,Family Room,46.390000,1,1,2023-07,2023,7,High,Weekend
2023-07-15,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekend
2023-07-16,Standard Double,46.720000,1,1,2023-07,2023,7,High,Weekday
2023-07-16,Twin Room,50.770000,1,1,2023-07,2023,7,High,Weekday
2023-07-16,Family Room,46.390000,1,1,2023-07,2023,7,High,Weekday
2023-07-16,Superior Double,51.220000,1,1,2023-07,2023,7,High,Weekday
2023-07-17,Standard Double,46.720000,1,1,2023-07,2023,7,High,Weekday
2023-07-17,Twin Room,50.770000,1,1,2023-07,2023,7,High,Weekday
2023-07-17,Family Room,46.390000,1,1,2023-07,2023,7,High,Weekday
2023-07-17,Superior Double,51.220000,1,1,2023-07,2023,7,High,Weekday
2023-07-18,Standard Double,46.720000,1,1,2023-07,2023,7,High,Weekday
2023-07-18,Twin Room,45.980000,1,1,2023-07,2023,7,High,Weekday
2023-07-18,Family Room,46.390000,1,1,2023-07,2023,7,High,Weekday
2023-07-18,Superior Double,51.220000,1,1,2023-07,2023,7,High,Weekday
2023-07-19,Standard Double,46.720000,1,1,2023-07,2023,7,High,Weekday
2023-07-19,Twin Room,46.700000,1,1,2023-07,2023,7,High,Weekday
2023-07-19,Family Room,49.270000,1,1,2023-07,2023,7,High,Weekday
2023-07-19,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-07-20,Standard Double,46.720000,1,1,2023-07,2023,7,High,Weekday
2023-07-20,Twin Room,46.700000,1,1,2023-07,2023,7,High,Weekday
2023-07-20,Family Room,49.270000,1,1,2023-07,2023,7,High,Weekday
2023-07-20,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-07-21,Standard Double,46.720000,1,1,2023-07,2023,7,High,Weekend
2023-07-21,Twin Room,46.700000,1,1,2023-07,2023,7,High,Weekend
2023-07-21,Family Room,49.270000,1,1,2023-07,2023,7,High,Weekend
2023-07-21,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekend
2023-07-22,Standard Double,46.720000,1,1,2023-07,2023,7,High,Weekend
2023-07-22,Twin Room,50.710000,1,1,2023-07,2023,7,High,Weekend
2023-07-22,Family Room,49.270000,1,1,2023-07,2023,7,High,Weekend
2023-07-22,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekend
2023-07-23,Standard Double,46.720000,1,1,2023-07,2023,7,High,Weekday
2023-07-23,Twin Room,50.710000,1,1,2023-07,2023,7,High,Weekday
2023-07-23,Family Room,47.810000,1,1,2023-07,2023,7,High,Weekday
2023-07-23,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-07-24,Standard Double,45.240000,1,1,2023-07,2023,7,High,Weekday
2023-07-24,Twin Room,50.710000,1,1,2023-07,2023,7,High,Weekday
2023-07-24,Family Room,47.810000,1,1,2023-07,2023,7,High,Weekday
2023-07-24,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-07-25,Standard Double,45.240000,1,1,2023-07,2023,7,High,Weekday
2023-07-25,Twin Room,50.710000,1,1,2023-07,2023,7,High,Weekday
2023-07-25,Family Room,47.810000,1,1,2023-07,2023,7,High,Weekday
2023-07-25,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-07-26,Standard Double,45.240000,1,1,2023-07,2023,7,High,Weekday
2023-07-26,Twin Room,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-07-26,Family Room,47.810000,1,1,2023-07,2023,7,High,Weekday
2023-07-26,Superior Double,50.890000,1,1,2023-07,2023,7,High,Weekday
2023-07-27,Standard Double,41.740000,1,1,2023-07,2023,7,High,Weekday
2023-07-27,Twin Room,43.320000,1,1,2023-07,2023,7,High,Weekday
2023-07-27,Family Room,47.810000,1,1,2023-07,2023,7,High,Weekday
2023-07-27,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-07-28,Standard Double,41.740000,1,1,2023-07,2023,7,High,Weekend
2023-07-28,Twin Room,43.320000,1,1,2023-07,2023,7,High,Weekend
2023-07-28,Family Room,0.000000,0,1,2023-07,2023,7,High,Weekend
2023-07-28,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekend
2023-07-29,Standard Double,41.740000,1,1,2023-07,2023,7,High,Weekend
2023-07-29,Twin Room,43.320000,1,1,2023-07,2023,7,High,Weekend
2023-07-29,Family Room,0.000000,0,1,2023-07,2023,7,High,Weekend
2023-07-29,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekend
2023-07-30,Standard Double,41.740000,1,1,2023-07,2023,7,High,Weekday
2023-07-30,Twin Room,43.320000,1,1,2023-07,2023,7,High,Weekday
2023-07-30,Family Room,51.730000,1,1,2023-07,2023,7,High,Weekday
2023-07-30,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-07-31,Standard Double,41.740000,1,1,2023-07,2023,7,High,Weekday
2023-07-31,Twin Room,43.320000,1,1,2023-07,2023,7,High,Weekday
2023-07-31,Family Room,51.730000,1,1,2023-07,2023,7,High,Weekday
2023-07-31,Superior Double,0.000000,0,1,2023-07,2023,7,High,Weekday
2023-08-01,Standard Double,41.740000,1,1,2023-08,2023,8,High,Weekday
2023-08-01,Twin Room,43.320000,1,1,2023-08,2023,8,High,Weekday
2023-08-01,Family Room,51.730000,1,1,2023-08,2023,8,High,Weekday
2023-08-01,Superior Double,52.470000,1,1,2023-08,2023,8,High,Weekday
2023-08-02,Standard Double,41.740000,1,1,2023-08,2023,8,High,Weekday
2023-08-02,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-02,Family Room,51.730000,1,1,2023-08,2023,8,High,Weekday
2023-08-02,Superior Double,52.470000,1,1,2023-08,2023,8,High,Weekday
2023-08-03,Standard Double,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-03,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-03,Family Room,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-03,Superior Double,52.470000,1,1,2023-08,2023,8,High,Weekday
2023-08-04,Standard Double,48.020000,1,1,2023-08,2023,8,High,Weekend
2023-08-04,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekend
2023-08-04,Family Room,54.510000,1,1,2023-08,2023,8,High,Weekend
2023-08-04,Superior Double,52.470000,1,1,2023-08,2023,8,High,Weekend
2023-08-05,Standard Double,48.020000,1,1,2023-08,2023,8,High,Weekend
2023-08-05,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekend
2023-08-05,Family Room,54.510000,1,1,2023-08,2023,8,High,Weekend
2023-08-05,Superior Double,52.470000,1,1,2023-08,2023,8,High,Weekend
2023-08-06,Standard Double,48.020000,1,1,2023-08,2023,8,High,Weekday
2023-08-06,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-06,Family Room,54.510000,1,1,2023-08,2023,8,High,Weekday
2023-08-06,Superior Double,52.470000,1,1,2023-08,2023,8,High,Weekday
2023-08-07,Standard Double,48.020000,1,1,2023-08,2023,8,High,Weekday
2023-08-07,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-07,Family Room,54.510000,1,1,2023-08,2023,8,High,Weekday
2023-08-07,Superior Double,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-08,Standard Double,44.480000,1,1,2023-08,2023,8,High,Weekday
2023-08-08,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-08,Family Room,48.480000,1,1,2023-08,2023,8,High,Weekday
2023-08-08,Superior Double,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-09,Standard Double,44.480000,1,1,2023-08,2023,8,High,Weekday
2023-08-09,Twin Room,46.020000,1,1,2023-08,2023,8,High,Weekday
2023-08-09,Family Room,48.480000,1,1,2023-08,2023,8,High,Weekday
2023-08-09,Superior Double,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-10,Standard Double,44.480000,1,1,2023-08,2023,8,High,Weekday
2023-08-10,Twin Room,46.020000,1,1,2023-08,2023,8,High,Weekday
2023-08-10,Family Room,48.480000,1,1,2023-08,2023,8,High,Weekday
2023-08-10,Superior Double,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-11,Standard Double,0.000000,0,1,2023-08,2023,8,High,Weekend
2023-08-11,Twin Room,46.020000,1,1,2023-08,2023,8,High,Weekend
2023-08-11,Family Room,52.300000,1,1,2023-08,2023,8,High,Weekend
2023-08-11,Superior Double,53.790000,1,1,2023-08,2023,8,High,Weekend
2023-08-12,Standard Double,44.420000,1,1,2023-08,2023,8,High,Weekend
2023-08-12,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekend
2023-08-12,Family Room,52.300000,1,1,2023-08,2023,8,High,Weekend
2023-08-12,Superior Double,53.790000,1,1,2023-08,2023,8,High,Weekend
2023-08-13,Standard Double,44.420000,1,1,2023-08,2023,8,High,Weekday
2023-08-13,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-13,Family Room,52.300000,1,1,2023-08,2023,8,High,Weekday
2023-08-13,Superior Double,53.790000,1,1,2023-08,2023,8,High,Weekday
2023-08-14,Standard Double,44.420000,1,1,2023-08,2023,8,High,Weekday
2023-08-14,Twin Room,44.530000,1,1,2023-08,2023,8,High,Weekday
2023-08-14,Family Room,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-14,Superior Double,53.790000,1,1,2023-08,2023,8,High,Weekday
2023-08-15,Standard Double,44.420000,1,1,2023-08,2023,8,High,Weekday
2023-08-15,Twin Room,44.530000,1,1,2023-08,2023,8,High,Weekday
2023-08-15,Family Room,50.490000,1,1,2023-08,2023,8,High,Weekday
2023-08-15,Superior Double,53.790000,1,1,2023-08,2023,8,High,Weekday
2023-08-16,Standard Double,44.420000,1,1,2023-08,2023,8,High,Weekday
2023-08-16,Twin Room,44.530000,1,1,2023-08,2023,8,High,Weekday
2023-08-16,Family Room,50.490000,1,1,2023-08,2023,8,High,Weekday
2023-08-16,Superior Double,53.790000,1,1,2023-08,2023,8,High,Weekday
2023-08-17,Standard Double,44.420000,1,1,2023-08,2023,8,High,Weekday
2023-08-17,Twin Room,44.530000,1,1,2023-08,2023,8,High,Weekday
2023-08-17,Family Room,50.490000,1,1,2023-08,2023,8,High,Weekday
2023-08-17,Superior Double,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-18,Standard Double,50.000000,1,1,2023-08,2023,8,High,Weekend
2023-08-18,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekend
2023-08-18,Family Room,50.490000,1,1,2023-08,2023,8,High,Weekend
2023-08-18,Superior Double,0.000000,0,1,2023-08,2023,8,High,Weekend
2023-08-19,Standard Double,50.000000,1,1,2023-08,2023,8,High,Weekend
2023-08-19,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekend
2023-08-19,Family Room,50.490000,1,1,2023-08,2023,8,High,Weekend
2023-08-19,Superior Double,55.570000,1,1,2023-08,2023,8,High,Weekend
2023-08-20,Standard Double,50.000000,1,1,2023-08,2023,8,High,Weekday
2023-08-20,Twin Room,42.410000,1,1,2023-08,2023,8,High,Weekday
2023-08-20,Family Room,50.490000,1,1,2023-08,2023,8,High,Weekday
2023-08-20,Superior Double,55.570000,1,1,2023-08,2023,8,High,Weekday
2023-08-21,Standard Double,50.000000,1,1,2023-08,2023,8,High,Weekday
2023-08-21,Twin Room,42.410000,1,1,2023-08,2023,8,High,Weekday
2023-08-21,Family Room,47.130000,1,1,2023-08,2023,8,High,Weekday
2023-08-21,Superior Double,55.570000,1,1,2023-08,2023,8,High,Weekday
2023-08-22,Standard Double,50.000000,1,1,2023-08,2023,8,High,Weekday
2023-08-22,Twin Room,42.410000,1,1,2023-08,2023,8,High,Weekday
2023-08-22,Family Room,47.130000,1,1,2023-08,2023,8,High,Weekday
2023-08-22,Superior Double,55.570000,1,1,2023-08,2023,8,High,Weekday
2023-08-23,Standard Double,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-23,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-23,Family Room,47.130000,1,1,2023-08,2023,8,High,Weekday
2023-08-23,Superior Double,55.350000,1,1,2023-08,2023,8,High,Weekday
2023-08-24,Standard Double,41.220000,1,1,2023-08,2023,8,High,Weekday
2023-08-24,Twin Room,42.530000,1,1,2023-08,2023,8,High,Weekday
2023-08-24,Family Room,52.580000,1,1,2023-08,2023,8,High,Weekday
2023-08-24,Superior Double,55.350000,1,1,2023-08,2023,8,High,Weekday
2023-08-25,Standard Double,41.220000,1,1,2023-08,2023,8,High,Weekend
2023-08-25,Twin Room,42.530000,1,1,2023-08,2023,8,High,Weekend
2023-08-25,Family Room,52.580000,1,1,2023-08,2023,8,High,Weekend
2023-08-25,Superior Double,59.900000,1,1,2023-08,2023,8,High,Weekend
2023-08-26,Standard Double,41.220000,1,1,2023-08,2023,8,High,Weekend
2023-08-26,Twin Room,42.530000,1,1,2023-08,2023,8,High,Weekend
2023-08-26,Family Room,0.000000,0,1,2023-08,2023,8,High,Weekend
2023-08-26,Superior Double,59.900000,1,1,2023-08,2023,8,High,Weekend
2023-08-27,Standard Double,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-27,Twin Room,42.530000,1,1,2023-08,2023,8,High,Weekday
2023-08-27,Family Room,52.660000,1,1,2023-08,2023,8,High,Weekday
2023-08-27,Superior Double,59.900000,1,1,2023-08,2023,8,High,Weekday
2023-08-28,Standard Double,44.760000,1,1,2023-08,2023,8,High,Weekday
2023-08-28,Twin Room,42.530000,1,1,2023-08,2023,8,High,Weekday
2023-08-28,Family Room,52.660000,1,1,2023-08,2023,8,High,Weekday
2023-08-28,Superior Double,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-29,Standard Double,44.760000,1,1,2023-08,2023,8,High,Weekday
2023-08-29,Twin Room,42.530000,1,1,2023-08,2023,8,High,Weekday
2023-08-29,Family Room,52.660000,1,1,2023-08,2023,8,High,Weekday
2023-08-29,Superior Double,54.100000,1,1,2023-08,2023,8,High,Weekday
2023-08-30,Standard Double,44.760000,1,1,2023-08,2023,8,High,Weekday
2023-08-30,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-30,Family Room,52.660000,1,1,2023-08,2023,8,High,Weekday
2023-08-30,Superior Double,54.100000,1,1,2023-08,2023,8,High,Weekday
2023-08-31,Standard Double,44.760000,1,1,2023-08,2023,8,High,Weekday
2023-08-31,Twin Room,0.000000,0,1,2023-08,2023,8,High,Weekday
2023-08-31,Family Room,52.660000,1,1,2023-08,2023,8,High,Weekday
2023-08-31,Superior Double,51.110000,1,1,2023-08,2023,8,High,Weekday
2023-09-01,Standard Double,0.000000,0,1,2023-09,2023,9,High,Weekend
2023-09-01,Twin Room,47.980000,1,1,2023-09,2023,9,High,Weekend
2023-09-01,Family Room,0.000000,0,1,2023-09,2023,9,High,Weekend
2023-09-01,Superior Double,51.110000,1,1,2023-09,2023,9,High,Weekend
2023-09-02,Standard Double,44.980000,1,1,2023-09,2023,9,High,Weekend
2023-09-02,Twin Room,47.980000,1,1,2023-09,2023,9,High,Weekend
2023-09-02,Family Room,0.000000,0,1,2023-09,2023,9,High,Weekend
2023-09-02,Superior Double,0.000000,0,1,2023-09,2023,9,High,Weekend
2023-09-03,Standard Double,44.980000,1,1,2023-09,2023,9,High,Weekday
2023-09-03,Twin Room,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-03,Family Room,49.880000,1,1,2023-09,2023,9,High,Weekday
2023-09-03,Superior Double,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-04,Standard Double,44.980000,1,1,2023-09,2023,9,High,Weekday
2023-09-04,Twin Room,40.220000,1,1,2023-09,2023,9,High,Weekday
2023-09-04,Family Room,49.880000,1,1,2023-09,2023,9,High,Weekday
2023-09-04,Superior Double,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-05,Standard Double,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-05,Twin Room,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-05,Family Room,49.880000,1,1,2023-09,2023,9,High,Weekday
2023-09-05,Superior Double,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-06,Standard Double,46.250000,1,1,2023-09,2023,9,High,Weekday
2023-09-06,Twin Room,43.280000,1,1,2023-09,2023,9,High,Weekday
2023-09-06,Family Room,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-06,Superior Double,50.700000,1,1,2023-09,2023,9,High,Weekday
2023-09-07,Standard Double,46.250000,1,1,2023-09,2023,9,High,Weekday
2023-09-07,Twin Room,46.330000,1,1,2023-09,2023,9,High,Weekday
2023-09-07,Family Room,48.070000,1,1,2023-09,2023,9,High,Weekday
2023-09-07,Superior Double,50.700000,1,1,2023-09,2023,9,High,Weekday
2023-09-08,Standard Double,46.250000,1,1,2023-09,2023,9,High,Weekend
2023-09-08,Twin Room,45.880000,1,1,2023-09,2023,9,High,Weekend
2023-09-08,Family Room,48.070000,1,1,2023-09,2023,9,High,Weekend
2023-09-08,Superior Double,50.700000,1,1,2023-09,2023,9,High,Weekend
2023-09-09,Standard Double,46.250000,1,1,2023-09,2023,9,High,Weekend
2023-09-09,Twin Room,45.880000,1,1,2023-09,2023,9,High,Weekend
2023-09-09,Family Room,48.070000,1,1,2023-09,2023,9,High,Weekend
2023-09-09,Superior Double,50.700000,1,1,2023-09,2023,9,High,Weekend
2023-09-10,Standard Double,41.600000,1,1,2023-09,2023,9,High,Weekday
2023-09-10,Twin Room,45.880000,1,1,2023-09,2023,9,High,Weekday
2023-09-10,Family Room,48.070000,1,1,2023-09,2023,9,High,Weekday
2023-09-10,Superior Double,54.990000,1,1,2023-09,2023,9,High,Weekday
2023-09-11,Standard Double,41.600000,1,1,2023-09,2023,9,High,Weekday
2023-09-11,Twin Room,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-11,Family Room,48.070000,1,1,2023-09,2023,9,High,Weekday
2023-09-11,Superior Double,54.990000,1,1,2023-09,2023,9,High,Weekday
2023-09-12,Standard Double,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-12,Twin Room,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-12,Family Room,48.070000,1,1,2023-09,2023,9,High,Weekday
2023-09-12,Superior Double,54.990000,1,1,2023-09,2023,9,High,Weekday
2023-09-13,Standard Double,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-13,Twin Room,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-13,Family Room,48.070000,1,1,2023-09,2023,9,High,Weekday
2023-09-13,Superior Double,54.990000,1,1,2023-09,2023,9,High,Weekday
2023-09-14,Standard Double,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-14,Twin Room,44.600000,1,1,2023-09,2023,9,High,Weekday
2023-09-14,Family Room,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-14,Superior Double,54.990000,1,1,2023-09,2023,9,High,Weekday
2023-09-15,Standard Double,45.280000,1,1,2023-09,2023,9,High,Weekend
2023-09-15,Twin Room,44.600000,1,1,2023-09,2023,9,High,Weekend
2023-09-15,Family Room,0.000000,0,1,2023-09,2023,9,High,Weekend
2023-09-15,Superior Double,54.990000,1,1,2023-09,2023,9,High,Weekend
2023-09-16,Standard Double,45.280000,1,1,2023-09,2023,9,High,Weekend
2023-09-16,Twin Room,44.600000,1,1,2023-09,2023,9,High,Weekend
2023-09-16,Family Room,54.550000,1,1,2023-09,2023,9,High,Weekend
2023-09-16,Superior Double,58.850000,1,1,2023-09,2023,9,High,Weekend
2023-09-17,Standard Double,45.280000,1,1,2023-09,2023,9,High,Weekday
2023-09-17,Twin Room,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-17,Family Room,54.550000,1,1,2023-09,2023,9,High,Weekday
2023-09-17,Superior Double,58.850000,1,1,2023-09,2023,9,High,Weekday
2023-09-18,Standard Double,45.280000,1,1,2023-09,2023,9,High,Weekday
2023-09-18,Twin Room,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-18,Family Room,54.550000,1,1,2023-09,2023,9,High,Weekday
2023-09-18,Superior Double,58.850000,1,1,2023-09,2023,9,High,Weekday
2023-09-19,Standard Double,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-19,Twin Room,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-19,Family Room,54.550000,1,1,2023-09,2023,9,High,Weekday
2023-09-19,Superior Double,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-20,Standard Double,39.090000,1,1,2023-09,2023,9,High,Weekday
2023-09-20,Twin Room,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-20,Family Room,54.550000,1,1,2023-09,2023,9,High,Weekday
2023-09-20,Superior Double,0.000000,0,1,2023-09,2023,9,High,Weekday
2023-09-21,Standard Double,39.090000,1,1,2023-09,2023,9,High,Weekday
2023-09-21,Twin Room,46.110000,1,1,2023-09,2023,9,High,Weekday
2023-09-21,Family Room,54.550000,1,1,2023-09,2023,9,High,Weekday
2023-09-21,Superior Double,49.940000,1,1,2023-09,2023,9,High,Weekday
2023-09-22,Standard Double,39.090000,1,1,2023-09,2023,9,High,Weekend
2023-09-22,Twin Room,46.110000,1,1,2023-09,2023,9,High,Weekend
2023-09-22,Family Room,54.550000,1,1,2023-09,2023,9,High,Weekend
