booking_id,booking_date,check_in,check_out,room_id,room_type,guests,nights,room_rate,revenue,booking_channel,booking_status,lead_time
SYN-B001185,2023-10-06,2023-10-14,2023-10-15,SYN-STA-07,Standard,1.0,1,84.59,84.59,Direct,Completed,8
SYN-B001186,2023-10-01,2023-10-14,2023-10-16,SYN-FAM-02,Family,4.0,2,177.29,354.58, direct , completed ,-1
SYN-B001187,2023-09-17,2023-10-15,2023-10-17,SYN-STA-02,Standard,2.0,2,79.06,158.12,Direct,Completed,-1
SYN-B001188,2023-10-08,2023-10-15,2023-10-18,SYN-STA-08,Standard,2.0,3,78.3,234.9,Online travel agency,Completed,7
SYN-B001189,2023-10-09,2023-10-15,2023-10-18,SYN-DEL-03,Deluxe,2.0,3,112.79,338.37,Online travel agency,Completed,6
SYN-B001190,2023-10-06,2023-10-15,2023-10-16,SYN-FAM-03,Family,3.0,1,148.23,148.23,Travel agent,Completed,9
SYN-B001191,2023-10-06,2023-10-16,2023-10-20,SYN-STA-07,Standard,2.0,4,74.13,296.52,Direct,Completed,10
SYN-B001192,2023-10-06,2023-10-16,2023-10-18,SYN-DEL-01,Deluxe,2.0,2,121.13,242.26,Travel agent,Completed,10
SYN-B001193,2023-10-08,2023-10-16,2023-10-20,SYN-DEL-04,Deluxe,2.0,4,116.16,464.64,Online travel agency,Completed,8
SYN-B001194,2023-10-06,2023-10-16,2023-10-19,SYN-DEL-05,Deluxe,1.0,3,112.89,338.67,Direct,Completed,10
SYN-B001195,2023-10-06,2023-10-16,2023-10-19,SYN-FAM-02,Family,4.0,3,152.77,458.31,Direct,Completed,10
SYN-B001196,2023-09-18,2023-10-17,2023-10-19,SYN-STA-01,Standard,,2,74.88,149.76,Direct,Completed,29
SYN-B001197,2023-10-01,2023-10-17,2023-10-19,SYN-STA-10,Standard,2.0,2,80.98,161.96,Travel agent,Completed,16
SYN-B001198,2023-09-09,2023-10-17,2023-10-20,SYN-FAM-03,Family,2.0,3,151.16,453.48,Online travel agency,Completed,38
SYN-B001199,2023-09-24,2023-10-18,2023-10-20,SYN-DEL-02,Deluxe,2.0,2,114.98,229.96, online travel agency ,Completed,24
SYN-B001200,2023-10-15,2023-10-19,2023-10-22,SYN-STA-03,Standard,1.0,3,74.93,224.79,Direct,Completed,4
SYN-B001201,2023-09-08,2023-10-19,2023-10-20,SYN-STA-05,Standard,1.0,1,79.05,79.05,Travel agent,Completed,41
SYN-B001202,2023-10-12,2023-10-19,2023-10-22,SYN-STA-08,Standard,2.0,3,76.88,230.64,Online travel agency,Completed,7
SYN-B001203,2023-10-08,2023-10-19,2023-10-20,SYN-FAM-02,Family,3.0,1,144.22,144.22,Direct,Completed,11
SYN-B001204,2023-10-02,2023-10-20,2023-10-22,SYN-STA-01,Standard,1.0,2,90.07,180.14,Direct,Completed,18
SYN-B001205,2023-10-09,2023-10-20,2023-10-22,SYN-DEL-01,Deluxe,1.0,2,133.73,267.46, direct ,Completed,11
SYN-B001206,2023-10-17,2023-10-20,2023-10-22,SYN-DEL-02,Deluxe,1.0,2,128.37,256.74,Online travel agency,Completed,3
SYN-B001207,2023-10-05,2023-10-20,2023-10-22,SYN-DEL-05,Deluxe,2.0,2,128.13,256.26,Online travel agency,Completed,15
SYN-B001208,2023-09-28,2023-10-20,2023-10-21,SYN-FAM-01,Family,4.0,1,163.75,163.75,Travel agent,Completed,22
SYN-B001209,2023-10-14,2023-10-21,2023-10-26,SYN-STA-04,Standard,2.0,5,83.01,415.05,Online travel agency,Completed,7
SYN-B001210,2023-10-01,2023-10-21,2023-10-22,SYN-STA-06,Standard,1.0,1,85.39,0.0,Online travel agency,Cancelled,20
SYN-B001211,2023-10-05,2023-10-21,2023-10-23,SYN-DEL-04,Deluxe,2.0,2,122.64,0.0,Direct,Cancelled,16
SYN-B001212,2023-10-15,2023-10-21,2023-10-23,SYN-FAM-01,Family,4.0,2,172.23,344.46,Online travel agency,Completed,6
SYN-B001213,2023-10-17,2023-10-22,2023-10-26,SYN-STA-01,Standard,2.0,4,82.12,328.48,Online travel agency,Completed,5
SYN-B001214,2023-10-17,2023-10-22,2023-10-27,SYN-STA-05,Standard,1.0,5,77.57,387.85,Direct,Completed,5
SYN-B001215,2023-09-25,2023-10-22,2023-10-25,SYN-FAM-02,Family,3.0,3,157.29,471.87,Online travel agency,Completed,27
SYN-B001216,2023-10-14,2023-10-23,2023-10-25,SYN-STA-02,Standard,1.0,2,75.41,0.0,Online travel agency,Cancelled,9
SYN-B001217,2023-10-07,2023-10-23,2023-10-26,SYN-STA-06,Standard,1.0,3,80.12,240.36,Direct,Completed,16
SYN-B001218,2023-10-11,2023-10-23,2023-10-27,SYN-STA-09,Standard,2.0,4,81.5,326.0,Travel agent,Completed,12
SYN-B001219,2023-10-15,2023-10-23,2023-10-26,SYN-DEL-03,Deluxe,1.0,3,114.83,0.0,Travel agent,Cancelled,8
SYN-B001220,2023-10-14,2023-10-24,2023-10-26,SYN-STA-02,Standard,1.0,2,73.43,146.86,Direct,Completed,10
SYN-B001221,2023-10-19,2023-10-24,2023-10-25,SYN-STA-03,Standard,1.0,1,75.7,75.7,Online travel agency,Completed,5
SYN-B001222,2023-10-07,2023-10-24,2023-10-28,SYN-DEL-03,Deluxe,2.0,4,108.52,0.0,Online travel agency,Cancelled,17
SYN-B001223,2023-09-13,2023-10-24,2023-10-26,SYN-DEL-05,Deluxe,1.0,2,116.47,232.94,Online travel agency,Completed,41
SYN-B001224,2023-10-14,2023-10-25,2023-10-30,SYN-STA-07,Standard,1.0,5,81.85,409.25,Online travel agency,Completed,11
SYN-B001225,2023-10-15,2023-10-25,2023-10-27,SYN-STA-08,Standard,2.0,2,73.42,146.84,Direct,Completed,10
SYN-B001226,2023-10-19,2023-10-25,2023-10-30,SYN-STA-10,Standard,1.0,5,80.01,400.05,Direct,Completed,6
SYN-B001227,2023-10-15,2023-10-25,2023-10-26,SYN-DEL-02,Deluxe,1.0,1,116.35,116.35,Direct,Completed,10
SYN-B001228,2023-10-17,2023-10-25,2023-10-27,SYN-DEL-03,Deluxe,1.0,2,113.71,227.42,Online travel agency,Completed,8
SYN-B001229,2023-10-08,2023-10-25,2023-10-30,SYN-DEL-04,Deluxe,2.0,5,118.63,0.0,Online travel agency,Cancelled,17
SYN-B001230,2023-10-19,2023-10-25,2023-10-26,SYN-FAM-01,Family,2.0,1,143.86,143.86,Online travel agency,Completed,6
SYN-B001231,2023-10-21,2023-10-25,2023-10-27,SYN-FAM-02,Family,2.0,2,152.55,0.0,Direct,Cancelled,4
SYN-B001232,2023-10-16,2023-10-26,2023-10-30,SYN-DEL-01,Deluxe,2.0,4,107.54,430.16,Online travel agency,Completed,10
SYN-B001233,2023-10-14,2023-10-26,2023-10-31,SYN-DEL-02,Deluxe,1.0,5,117.64,588.2,Direct,Completed,12
SYN-B001234,2023-10-16,2023-10-26,2023-10-29,SYN-DEL-04,Deluxe,1.0,3,116.9,350.7,Online travel agency,Completed,10
SYN-B001235,2023-10-17,2023-10-26,2023-10-28,SYN-DEL-05,Deluxe,1.0,2,114.58,229.16,Online travel agency,Completed,9
SYN-B001236,2023-09-24,2023-10-26,2023-10-28,SYN-FAM-01,Family,2.0,2,153.81,307.62,Travel agent,Completed,32
SYN-B001237,2023-10-10,2023-10-26,2023-10-28,SYN-FAM-02,Family,1.0,2,151.87,303.74,Direct,Completed,16
SYN-B001238,2023-10-18,2023-10-27,2023-10-30,SYN-STA-01,Standard,,3,87.91,263.73,Online travel agency,Completed,9
SYN-B001239,2023-10-18,2023-10-27,2023-10-30,SYN-STA-02,Standard,1.0,3,86.21,258.63,Direct,Completed,9
SYN-B001240,2023-10-16,2023-10-27,2023-10-31,SYN-STA-03,Standard,2.0,4,84.8,339.2,Direct,Completed,11
SYN-B001241,2023-10-10,2023-10-27,2023-10-31,SYN-STA-04,Standard,2.0,4,92.5,370.0,Direct,Completed,17
SYN-B001242,2023-10-25,2023-10-27,2023-10-30,SYN-STA-09,Standard,1.0,3,83.79,251.37,Direct,Completed,2
SYN-B001243,2023-10-19,2023-10-27,2023-10-31,SYN-DEL-03,Deluxe,1.0,4,132.29,529.16,Online travel agency,Completed,8
SYN-B001244,2023-10-18,2023-10-28,2023-11-01,SYN-STA-06,Standard,2.0,4,91.68,366.72,Direct,Completed,10
SYN-B001245,2023-10-14,2023-10-28,2023-10-30,SYN-DEL-05,Deluxe,2.0,2,133.48,266.96,Travel agent,Completed,14
SYN-B001246,2023-10-04,2023-10-28,2023-10-29,SYN-FAM-01,Family,3.0,1,170.05,170.05,Direct,Completed,24
SYN-B001247,2023-10-10,2023-10-28,2023-11-04,SYN-FAM-03,Family,3.0,7,173.7,1215.9,Direct,Completed,18
SYN-B001248,2023-10-08,2023-10-29,2023-10-31,SYN-FAM-01,Family,2.0,2,152.06,304.12,Online travel agency,Completed,21
SYN-B001249,2023-10-10,2023-10-30,2023-11-02,SYN-STA-02,Standard,2.0,3,74.57,223.71,Direct,Completed,20
SYN-B001250,2023-10-07,2023-10-30,2023-11-01,SYN-STA-05,Standard,2.0,2,82.2,164.4,Direct,Completed,23
SYN-B001251,2023-10-22,2023-10-30,2023-11-02,SYN-STA-07,Standard,2.0,3,73.95,221.85,Direct,Completed,8
SYN-B001252,2023-10-21,2023-10-30,2023-11-01,SYN-STA-10,Standard,2.0,2,74.2,148.4,Direct,Completed,9
SYN-B001253,2023-10-22,2023-10-30,2023-11-02,SYN-DEL-04,Deluxe,2.0,3,113.9,341.7,Direct,Completed,8
SYN-B001254,2023-10-05,2023-10-30,2023-11-01,SYN-FAM-02,Family,3.0,2,151.03,302.06,Travel agent, completed ,25
SYN-B001255,2023-10-15,2023-11-01,2023-11-03,SYN-STA-04,Standard,2.0,2,78.12,156.24,Direct,Completed,17
SYN-B001256,2023-10-03,2023-11-01,2023-11-02,SYN-DEL-02,Deluxe,1.0,1,119.49,119.49,Direct,Completed,29
SYN-B001257,2023-09-04,2023-11-02,2023-11-05,SYN-STA-01,Standard,2.0,3,76.54,229.62,Direct,Completed,59
SYN-B001258,2023-10-27,2023-11-02,2023-11-05,SYN-STA-08,Standard,2.0,3,78.7,236.1,Travel agent,Completed,6
SYN-B001259,2023-10-10,2023-11-02,2023-11-05,SYN-STA-09,Standard,2.0,3,80.97,242.91,Direct,Completed,23
SYN-B001260,2023-10-15,2023-11-02,2023-11-03,SYN-DEL-03,Deluxe,2.0,1,115.09,0.0,Online travel agency,Cancelled,18
SYN-B001261,2023-10-06,2023-11-02,2023-11-04,SYN-FAM-01,Family,3.0,2,155.63,311.26,Direct,Completed,27
SYN-B001262,2023-10-31,2023-11-03,2023-11-05,SYN-DEL-01, deluxe ,1.0,2,130.15,260.3,Direct,Completed,3
SYN-B001263,2023-10-22,2023-11-03,2023-11-08,SYN-DEL-03,Deluxe,1.0,5,134.71,673.55,Online travel agency,Completed,12
SYN-B001264,2023-10-31,2023-11-04,2023-11-06,SYN-STA-03,Standard,2.0,2,85.19,170.38,Travel agent,Completed,4
SYN-B001265,2023-10-17,2023-11-04,2023-11-06,SYN-STA-05,Standard,2.0,2,91.26,182.52,Online travel agency,Completed,18
SYN-B001266,2023-10-26,2023-11-04,2023-11-06,SYN-STA-07,Standard,1.0,2,83.46,166.92,Direct,Completed,9
SYN-B001267,2023-10-20,2023-11-05,2023-11-09,SYN-STA-09,Standard,1.0,4,80.67,0.0,Direct,Cancelled,16
SYN-B001268,2023-10-19,2023-11-06,2023-11-07,SYN-STA-01,Standard,2.0,1,80.57,0.0,Direct,Cancelled,-1
SYN-B001269,2023-10-28,2023-11-06,2023-11-09,SYN-STA-08,Standard,2.0,3,75.53,226.59,Online travel agency,Completed,9
SYN-B001270,2023-10-30,2023-11-06,2023-11-09,SYN-DEL-04,Deluxe,2.0,3,110.86,332.58,Online travel agency,Completed,7
SYN-B001271,2023-10-31,2023-11-07,2023-11-09,SYN-STA-05,Standard,1.0,2,82.06,164.12,Travel agent,Completed,7
SYN-B001272,2023-09-25,2023-11-07,2023-11-09,SYN-FAM-02,Family,3.0,2,152.12,304.24,Online travel agency,Completed,43
SYN-B001273,2023-10-17,2023-11-09,2023-11-11,SYN-STA-05,Standard,2.0,2,77.13,154.26,Direct,Completed,23
SYN-B001274,2023-10-29,2023-11-09,2023-11-13,SYN-STA-07,Standard,2.0,4,76.78,0.0,Direct,Cancelled,11
SYN-B001275,2023-10-19,2023-11-09,2023-11-13,SYN-STA-08,Standard,1.0,4,74.72,298.88,Online travel agency,Completed,21
SYN-B001276,2023-09-27,2023-11-09,2023-11-12,SYN-STA-10,Standard,2.0,3,79.2,0.0,Travel agent,Cancelled,43
SYN-B001277,2023-11-06,2023-11-11,2023-11-13,SYN-STA-01,Standard,1.0,2,84.26,168.52,Online travel agency,Completed,5
SYN-B001278,2023-11-01,2023-11-11,2023-11-12,SYN-STA-04,Standard,2.0,1,84.68,84.68,Direct,Completed,10
SYN-B001279,2023-10-28,2023-11-11,2023-11-13,SYN-STA-06,Standard,2.0,2,91.88,183.76,Direct,Completed,14
SYN-B001280,2023-11-03,2023-11-11,2023-11-15,SYN-STA-07,Standard,2.0,4,88.66,354.64,Travel agent,Completed,8
SYN-B001281,2023-11-04,2023-11-11,2023-11-12,SYN-DEL-01,Deluxe,1.0,1,124.77,124.77,Direct,Completed,7
SYN-B001282,2023-11-04,2023-11-11,2023-11-14,SYN-DEL-02,Deluxe,1.0,3,135.22,405.66,Travel agent,Completed,7
SYN-B001283,2023-10-28,2023-11-11,2023-11-14,SYN-DEL-04, deluxe ,2.0,3,128.94,0.0,Online travel agency,Cancelled,14
SYN-B001284,2023-10-16,2023-11-11,2023-11-17,SYN-DEL-05,Deluxe,1.0,6,127.91,767.46,Direct,Completed,26
SYN-B001285,2023-09-24,2023-11-11,2023-11-15,SYN-FAM-03,Family,1.0,4,169.62,678.48,Online travel agency,Completed,48
SYN-B001286,2023-11-02,2023-11-12,2023-11-13,SYN-STA-05,Standard,1.0,1,80.29,80.29,Online travel agency,Completed,-1
SYN-B001287,2023-11-03,2023-11-12,2023-11-14,SYN-DEL-03,Deluxe,2.0,2,119.01,238.02,Direct,Completed,9
SYN-B001288,2023-11-02,2023-11-13,2023-11-16,SYN-DEL-01,Deluxe,2.0,3,109.04,327.12,Direct,Completed,11
SYN-B001289,2023-10-31,2023-11-14,2023-11-15,SYN-STA-02,Standard,1.0,1,82.34,0.0,Direct,Cancelled,14
SYN-B001290,2023-10-05,2023-11-14,2023-11-15,SYN-FAM-02,Family,1.0,1,146.91,0.0,Online travel agency,Cancelled,40
SYN-B001291,2023-11-01,2023-11-15,2023-11-16,SYN-STA-10, standard ,2.0,1,82.3,82.3,Direct,Completed,14
SYN-B001292,2023-11-01,2023-11-16,2023-11-17,SYN-STA-01,Standard,1.0,1,75.03,75.03,Direct,Completed,15
SYN-B001293,2023-11-07,2023-11-16,2023-11-19,SYN-STA-07,Standard,2.0,3,77.25,231.75,Direct,Completed,9
SYN-B001294,2023-11-10,2023-11-17,2023-11-20,SYN-STA-08,Standard,1.0,3,86.91,260.73,Direct,Completed,7
SYN-B001295,2023-10-24,2023-11-17,2023-11-18,SYN-DEL-03,Deluxe,1.0,1,122.46,122.46,Direct,Completed,-1
SYN-B001296,2023-11-02,2023-11-17,2023-11-21,SYN-DEL-05,Deluxe,1.0,4,120.64,482.56,Direct,Completed,15
SYN-B001297,2023-11-08,2023-11-18,2023-11-21,SYN-STA-01,Standard,2.0,3,84.48,253.44,Direct,Completed,10
SYN-B001298,2023-11-10,2023-11-18,2023-11-21,SYN-STA-02,Standard,1.0,3,88.65,265.95,Online travel agency,Completed,8
SYN-B001299,2023-10-17,2023-11-18,2023-11-23,SYN-STA-04,Standard,1.0,5,92.57,0.0,Direct,Cancelled,32
SYN-B001300,2023-11-03,2023-11-18,2023-11-19,SYN-FAM-02,Family,1.0,1,169.18,169.18,Online travel agency,Completed,15
SYN-B001301,2023-10-22,2023-11-19,2023-11-21,SYN-DEL-02,Deluxe,1.0,2,109.94,219.88,Direct,Completed,28
SYN-B001302,2023-11-02,2023-11-19,2023-11-20,SYN-FAM-02,Family,2.0,1,153.69,153.69,Online travel agency,Completed,17
SYN-B001303,2023-11-13,2023-11-20,2023-11-22,SYN-STA-05,Standard,1.0,2,77.87,155.74,Online travel agency,Completed,7
SYN-B001304,2023-10-14,2023-11-20,2023-11-23,SYN-STA-06,Standard,1.0,3,73.87,0.0,Direct,Cancelled,37
SYN-B001305,2023-11-08,2023-11-20,2023-11-26,SYN-STA-07,Standard,1.0,6,80.85,485.1,Online travel agency,Completed,12
SYN-B001306,2023-11-08,2023-11-20,2023-11-22,SYN-STA-09,Standard,2.0,2,82.4,164.8,Direct,Completed,12
SYN-B001307,2023-11-13,2023-11-20,2023-11-22,SYN-FAM-03,Family,4.0,2,145.47,290.94,Travel agent,Completed,7
SYN-B001308,2023-11-12,2023-11-21,2023-11-24,SYN-STA-08,Standard,2.0,3,80.75,242.25,Online travel agency,Completed,9
SYN-B001309,2023-11-02,2023-11-21,2023-11-22,SYN-DEL-02,Deluxe,2.0,1,115.91,-1.0,Direct,Completed,19
SYN-B001310,2023-10-30,2023-11-21,2023-11-23,SYN-FAM-02,Family,1.0,2,156.3,312.6,Direct, completed ,22
SYN-B001311,2023-11-07,2023-11-23,2023-11-25,SYN-FAM-01,Family,1.0,2,147.09,294.18,Online travel agency,Completed,16
SYN-B001312,2023-11-13,2023-11-24,2023-11-27,SYN-STA-01,Standard,2.0,3,83.53,-1.0,Direct,Completed,11
SYN-B001313,2023-11-17,2023-11-24,2023-11-27,SYN-STA-05,Standard,2.0,3,89.85,269.55,Direct,Completed,7
SYN-B001314,2023-11-09,2023-11-24,2023-11-27,SYN-STA-06,Standard,1.0,3,86.88,260.64,Online travel agency,Completed,15
SYN-B001315,2023-11-09,2023-11-24,2023-11-26,SYN-DEL-02,Deluxe,1.0,2,122.73,245.46,Online travel agency,Completed,15
SYN-B001316,2023-11-18,2023-11-24,2023-11-28,SYN-DEL-04,Deluxe,2.0,4,121.91,487.64,Direct,Completed,6
SYN-B001317,2023-11-16,2023-11-25,2023-11-26,SYN-STA-03,Standard,1.0,1,84.97,84.97,Direct,Completed,9
SYN-B001318,2023-11-02,2023-11-25,2023-11-28,SYN-DEL-01,Deluxe,2.0,3,133.29,399.87, online travel agency ,Completed,23
SYN-B001319,2023-10-16,2023-11-25,2023-11-27,SYN-DEL-05,Deluxe,1.0,2,129.62,259.24,Direct,Completed,40
SYN-B001320,2023-10-04,2023-11-25,2023-11-27,SYN-FAM-01,Family,4.0,2,177.05,354.1,Online travel agency,Completed,52
SYN-B001321,2023-11-15,2023-11-26,2023-11-28,SYN-STA-02,Standard,2.0,2,82.53,165.06,Direct,Completed,11
SYN-B001322,2023-11-03,2023-11-26,2023-11-28,SYN-STA-07,Standard,1.0,2,78.28,0.0,Travel agent,Cancelled,23
SYN-B001323,2023-11-18,2023-11-26,2023-11-27,SYN-DEL-02,Deluxe,1.0,1,117.68,117.68,Direct,Completed,8
SYN-B001324,2023-11-21,2023-11-26,2023-11-29,SYN-DEL-03,Deluxe,1.0,3,114.96,344.88,Travel agent,Completed,5
SYN-B001325,2023-11-15,2023-11-27,2023-11-30,SYN-FAM-03,Family,2.0,3,156.66,469.98,Online travel agency,Completed,12
SYN-B001326,2023-11-23,2023-11-28,2023-11-30,SYN-STA-03,Standard,1.0,2,82.39,0.0,Online travel agency,Cancelled,5
SYN-B001327,2023-09-23,2023-11-28,2023-11-29,SYN-DEL-01,Deluxe,2.0,1,108.97,108.97,Direct,Completed,66
SYN-B001328,2023-11-11,2023-11-28,2023-12-01,SYN-DEL-05,Deluxe,2.0,3,119.27,0.0,Online travel agency,Cancelled,17
SYN-B001329,2023-11-15,2023-11-28,2023-11-30,SYN-FAM-02,Family,1.0,2,144.31,288.62,Direct,Completed,13
SYN-B001330,2023-10-26,2023-11-29,2023-12-01,SYN-STA-03,Standard,1.0,2,77.61,0.0,Online travel agency,Cancelled,34
SYN-B001331,2023-11-17,2023-11-29,2023-12-03,SYN-DEL-03,Deluxe,1.0,4,120.26,481.04,Direct,Completed,12
SYN-B001332,2023-11-13,2023-11-30,2023-12-01,SYN-STA-08,Standard,2.0,1,76.37,76.37,Direct,Completed,17
SYN-B001333,2023-11-23,2023-11-30,2023-12-02,SYN-DEL-05,Deluxe,2.0,2,109.74,219.48,Direct,Completed,7
SYN-B001334,2023-11-13,2023-11-30,2023-12-03,SYN-FAM-02,Family,2.0,3,142.87,428.61,Direct,Completed,17
SYN-B001335,2023-10-31,2023-12-01,2023-12-02,SYN-STA-02,Standard,1.0,1,70.96,70.96,Travel agent,Completed,31
SYN-B001336,2023-11-13,2023-12-01,2023-12-03,SYN-STA-04,Standard,1.0,2,71.79,143.58,Direct,Completed,18
SYN-B001337,2023-11-17,2023-12-01,2023-12-05,SYN-STA-09,Standard,1.0,4,69.81,279.24,Online travel agency,Completed,14
SYN-B001338,2023-11-21,2023-12-02,2023-12-05,SYN-STA-06,Standard,1.0,3,72.78,218.34,Direct,Completed,11
SYN-B001339,2023-11-14,2023-12-02,2023-12-04,SYN-STA-10,Standard,1.0,2,71.02,142.04,Direct,Completed,18
SYN-B001340,2023-11-17,2023-12-03,2023-12-07,SYN-STA-08,Standard,2.0,4,62.71,250.84,Online travel agency,Completed,16
SYN-B001341,2023-11-21,2023-12-03,2023-12-07,SYN-DEL-02,Deluxe,2.0,4,86.35,345.4,Direct,Completed,12
SYN-B001342,2023-11-22,2023-12-03,2023-12-05,SYN-DEL-03,Deluxe,1.0,2,92.33,184.66,Direct,Completed,11
SYN-B001343,2023-11-14,2023-12-03,2023-12-04,SYN-DEL-04,Deluxe,2.0,1,86.82,86.82,Online travel agency,Completed,19
SYN-B001344,2023-11-18,2023-12-04,2023-12-07,SYN-DEL-04,Deluxe,2.0,3,86.29,258.87,Direct,Completed,16
SYN-B001345,2023-10-15,2023-12-05,2023-12-09,SYN-STA-05,Standard,1.0,4,65.06,260.24,Online travel agency,Completed,51
SYN-B001346,2023-11-22,2023-12-05,2023-12-08,SYN-DEL-01,Deluxe,1.0,3,94.93,284.79,Online travel agency,Completed,13
SYN-B001347,2023-11-30,2023-12-05,2023-12-06,SYN-FAM-01,Family,1.0,1,126.27,0.0,Online travel agency,Cancelled,5
SYN-B001348,2023-11-06,2023-12-06,2023-12-09,SYN-STA-04,Standard,1.0,3,61.15,183.45,Direct, completed ,30
SYN-B001349,2023-11-21,2023-12-06,2023-12-11,SYN-DEL-05,Deluxe,1.0,5,90.1,450.5,Direct,Completed,15
SYN-B001350,2023-11-13,2023-12-07,2023-12-10,SYN-STA-02,Standard,2.0,3,58.62,175.86,Direct,Completed,24
SYN-B001351,2023-11-01,2023-12-07,2023-12-10,SYN-STA-06,Standard,1.0,3,64.16,192.48,Direct,Completed,36
SYN-B001352,2023-11-10,2023-12-08,2023-12-09,SYN-FAM-02,Family,3.0,1,142.04,0.0,Online travel agency,Cancelled,28
SYN-B001353,2023-12-01,2023-12-09,2023-12-12,SYN-STA-09,Standard,2.0,3,69.58,208.74,Direct,Completed,8
SYN-B001354,2023-11-27,2023-12-09,2023-12-12,SYN-DEL-03,Deluxe,2.0,3,106.16,0.0,Online travel agency,Cancelled,12
SYN-B001355,2023-11-30,2023-12-09,2023-12-14,SYN-DEL-04,Deluxe,1.0,5,100.75,503.75,Online travel agency,Completed,9
SYN-B001356,2023-11-03,2023-12-09,2023-12-11,SYN-FAM-03,Family,1.0,2,130.66,261.32,Direct,Completed,36
SYN-B001357,2023-11-14,2023-12-10,2023-12-17,SYN-STA-10,Standard,2.0,7,61.62,431.34,Travel agent,Completed,26
SYN-B001358,2023-11-25,2023-12-12,2023-12-16,SYN-DEL-05,Deluxe,1.0,4,89.95,359.8,Direct,Completed,17
SYN-B001359,2023-11-26,2023-12-12,2023-12-13,SYN-FAM-01,Family,3.0,1,118.64,118.64,Direct,Completed,16
SYN-B001360,2023-10-30,2023-12-13,2023-12-15,SYN-FAM-03,Family,2.0,2,114.35,0.0,Direct,Cancelled,44
SYN-B001361,2023-11-27,2023-12-14,2023-12-18,SYN-STA-02,Standard,2.0,4,60.46,241.84,Direct,Completed,17
SYN-B001362,2023-11-11,2023-12-14,2023-12-18,SYN-STA-04,Standard,2.0,4,61.39,245.56,Online travel agency,Completed,33
SYN-B001363,2023-12-07,2023-12-14,2023-12-16,SYN-DEL-02,Deluxe,1.0,2,88.91,177.82,Direct,Completed,7
SYN-B001364,2023-12-12,2023-12-15,2023-12-21,SYN-STA-03,Standard,1.0,6,66.39,398.34,Travel agent,Completed,3
SYN-B001365,2023-12-05,2023-12-15,2023-12-20,SYN-STA-06,Standard,1.0,5,67.82,339.1,Online travel agency,Completed,10
SYN-B001366,2023-10-07,2023-12-15,2023-12-19,SYN-STA-08,Standard,1.0,4,66.51,266.04,Travel agent,Completed,69
SYN-B001367,2023-12-08,2023-12-15,2023-12-18,SYN-DEL-03,Deluxe,2.0,3,99.37,298.11,Online travel agency,Completed,7
SYN-B001368,2023-11-28,2023-12-15,2023-12-19,SYN-FAM-01,Family,3.0,4,135.94,543.76,Online travel agency,Completed,17
SYN-B001369,2023-12-10,2023-12-16,2023-12-18,SYN-STA-01,Standard,2.0,2,73.02,146.04,Online travel agency,Completed,6
SYN-B001370,2023-11-27,2023-12-16,2023-12-19,SYN-STA-07,Standard,2.0,3,71.62,214.86,Travel agent,Completed,19
SYN-B001371,2023-12-12,2023-12-16,2023-12-19,SYN-DEL-01,Deluxe,2.0,3,97.18,291.54,Online travel agency,Completed,4
SYN-B001372,2023-11-02,2023-12-17,2023-12-19,SYN-STA-05,Standard,1.0,2,65.78,131.56,Travel agent,Completed,45
SYN-B001373,2023-11-18,2023-12-17,2023-12-20,SYN-STA-09,Standard,1.0,3,60.02,180.06,Direct,Completed,29
SYN-B001374,2023-11-29,2023-12-17,2023-12-18,SYN-FAM-02,Family,1.0,1,117.88,117.88,Online travel agency,Completed,18
SYN-B001375,2023-10-11,2023-12-18,2023-12-21,SYN-STA-04,Standard,2.0,3,61.68,185.04,Direct,Completed,68
SYN-B001376,2023-11-26,2023-12-18,2023-12-23,SYN-FAM-03,Family,1.0,5,125.87,629.35,Travel agent,Completed,22
SYN-B001377,2023-11-04,2023-12-19,2023-12-22,SYN-STA-08,Standard,2.0,3,62.49,187.47,Online travel agency,Completed,45
SYN-B001378,2023-12-06,2023-12-19,2023-12-21,SYN-DEL-01,Deluxe,1.0,2,95.41,190.82,Direct,Completed,13
SYN-B001379,2023-11-28,2023-12-19,2023-12-21,SYN-DEL-04,Deluxe,2.0,2,92.68,185.36,Travel agent,Completed,21
SYN-B001380,2023-12-09,2023-12-20,2023-12-21,SYN-STA-06,Standard,1.0,1,59.14,59.14,Online travel agency,Completed,11
SYN-B001381,2023-12-17,2023-12-21,2023-12-23,SYN-STA-04,Standard,2.0,2,58.77,0.0,Online travel agency,Cancelled,4
SYN-B001382,2023-12-11,2023-12-21,2023-12-24,SYN-STA-05,Standard,1.0,3,61.75,185.25,Online travel agency,Completed,10
SYN-B001383,2023-12-07,2023-12-21,2023-12-25,SYN-STA-10,Standard,2.0,4,65.48,0.0,Online travel agency,Cancelled,14
SYN-B001384,2023-12-15,2023-12-21,2023-12-23,SYN-DEL-01,Deluxe,2.0,2,96.43,192.86,Direct, completed ,6
SYN-B001385,2023-12-16,2023-12-22,2023-12-23,SYN-STA-06, standard ,1.0,1,73.11,73.11,Direct,Completed,6
SYN-B001386,2023-12-10,2023-12-22,2023-12-23,SYN-STA-10,Standard,,1,68.33,68.33,Online travel agency,Completed,12
SYN-B001387,2023-12-10,2023-12-22,2023-12-25,SYN-DEL-02,Deluxe,2.0,3,104.18,312.54,Online travel agency,Completed,12
