booking_id,booking_date,check_in,check_out,room_id,room_type,guests,nights,room_rate,revenue,booking_channel,booking_status,lead_time,month,season,weekday,is_weekend
SYN-B000172,2023-08-12,2023-08-24,2023-08-26,SYN-FAM-01,Family Room,1,2,52.58,105.16,Travel agent,Completed,12,8,High,Thursday,False
SYN-B000173,2023-07-24,2023-08-25,2023-08-28,SYN-SUP-01,Superior Double,1,3,59.9,179.7,Travel agent,Completed,32,8,High,Friday,True
SYN-B000174,2023-08-04,2023-08-26,2023-08-31,SYN-FAM-01,Family Room,3,5,55.49,0.0,Online travel agency,Cancelled,22,8,High,Saturday,True
SYN-B000175,2023-07-07,2023-08-27,2023-09-01,SYN-FAM-01,Family Room,3,5,52.66,263.3,Direct,Completed,51,8,High,Sunday,False
SYN-B000176,2023-08-13,2023-08-28,2023-09-01,SYN-STA-01,Standard Double,2,4,44.76,179.04,Travel agent,Completed,15,8,High,Monday,False
SYN-B000177,2023-08-16,2023-08-29,2023-08-31,SYN-SUP-01,Superior Double,1,2,54.1,108.2,Direct,Completed,13,8,High,Tuesday,False
SYN-B000178,2023-07-29,2023-08-30,2023-09-06,SYN-TWI-01,Twin Room,1,7,43.12,0.0,Online travel agency,Cancelled,32,8,High,Wednesday,False
SYN-B000179,2023-08-11,2023-08-31,2023-09-02,SYN-SUP-01,Superior Double,1,2,51.11,102.22,Direct,Completed,20,8,High,Thursday,False
SYN-B000180,2023-07-30,2023-09-01,2023-09-03,SYN-TWI-01,Twin Room,1,2,47.98,95.96,Direct,Completed,33,9,High,Friday,True
SYN-B000181,2023-07-31,2023-09-02,2023-09-05,SYN-STA-01,Standard Double,1,3,44.98,134.94,Direct,Completed,33,9,High,Saturday,True
SYN-B000182,2023-08-15,2023-09-02,2023-09-07,SYN-SUP-01,Superior Double,2,5,56.33,0.0,Travel agent,Cancelled,18,9,High,Saturday,True
SYN-B000183,2023-08-23,2023-09-03,2023-09-06,SYN-FAM-01,Family Room,1,3,49.88,149.64,Online travel agency,Completed,11,9,High,Sunday,False
SYN-B000184,2023-05-26,2023-09-04,2023-09-05,SYN-TWI-01,Twin Room,2,1,40.22,40.22,Direct,Completed,101,9,High,Monday,False
SYN-B000185,2023-09-03,2023-09-06,2023-09-10,SYN-STA-01,Standard Double,1,4,46.25,185.0,Direct,Completed,3,9,High,Wednesday,False
SYN-B000186,2023-08-06,2023-09-06,2023-09-07,SYN-TWI-01,Twin Room,1,1,43.28,43.28,Direct,Completed,31,9,High,Wednesday,False
SYN-B000187,2023-08-28,2023-09-06,2023-09-10,SYN-SUP-01,Superior Double,1,4,50.7,202.8,Online travel agency,Completed,9,9,High,Wednesday,False
SYN-B000188,2023-08-28,2023-09-07,2023-09-08,SYN-TWI-01,Twin Room,2,1,46.33,46.33,Direct,Completed,10,9,High,Thursday,False
SYN-B000189,2023-08-03,2023-09-07,2023-09-14,SYN-FAM-01,Family Room,2,7,48.07,336.49,Online travel agency,Completed,35,9,High,Thursday,False
SYN-B000190,2023-08-30,2023-09-08,2023-09-11,SYN-TWI-01,Twin Room,2,3,45.88,137.64,Direct,Completed,9,9,High,Friday,True
SYN-B000191,2023-08-12,2023-09-10,2023-09-12,SYN-STA-01,Standard Double,2,2,41.6,83.2,Direct,Completed,29,9,High,Sunday,False
SYN-B000192,2023-07-31,2023-09-10,2023-09-16,SYN-SUP-01,Superior Double,1,6,54.99,329.94,Online travel agency,Completed,41,9,High,Sunday,False
SYN-B000193,2023-09-06,2023-09-13,2023-09-17,SYN-STA-01,Standard Double,2,4,45.17,0.0,Online travel agency,Cancelled,7,9,High,Wednesday,False
SYN-B000194,2023-07-17,2023-09-14,2023-09-17,SYN-TWI-01,Twin Room,2,3,44.6,133.8,Direct,Completed,59,9,High,Thursday,False
SYN-B000195,2023-09-01,2023-09-15,2023-09-19,SYN-STA-01,Standard Double,2,4,45.28,181.12,Direct,Completed,14,9,High,Friday,True
SYN-B000196,2023-08-13,2023-09-16,2023-09-23,SYN-FAM-01,Family Room,2,7,54.55,381.85,Direct,Completed,34,9,High,Saturday,True
SYN-B000197,2023-08-31,2023-09-16,2023-09-19,SYN-SUP-01,Superior Double,1,3,58.85,176.55,Direct,Completed,16,9,High,Saturday,True
SYN-B000198,2023-09-06,2023-09-18,2023-09-20,SYN-TWI-01,Twin Room,1,2,44.05,0.0,Online travel agency,Cancelled,12,9,High,Monday,False
SYN-B000199,2023-07-02,2023-09-20,2023-09-23,SYN-STA-01,Standard Double,2,3,39.09,117.27,Online travel agency,Completed,80,9,High,Wednesday,False
SYN-B000200,2023-09-11,2023-09-21,2023-09-24,SYN-TWI-01,Twin Room,1,3,46.11,138.33,Online travel agency,Completed,10,9,High,Thursday,False
SYN-B000201,2023-08-31,2023-09-21,2023-09-22,SYN-SUP-01,Superior Double,2,1,49.94,49.94,Direct,Completed,21,9,High,Thursday,False
SYN-B000202,2023-08-04,2023-09-23,2023-09-26,SYN-FAM-01,Family Room,4,3,52.41,157.23,Direct,Completed,50,9,High,Saturday,True
SYN-B000203,2023-08-26,2023-09-23,2023-09-25,SYN-SUP-01,Superior Double,2,2,56.93,113.86,Direct,Completed,28,9,High,Saturday,True
SYN-B000204,2023-09-04,2023-09-24,2023-09-30,SYN-STA-01,Standard Double,2,6,43.53,261.18,Online travel agency,Completed,20,9,High,Sunday,False
SYN-B000205,2023-08-27,2023-09-24,2023-09-26,SYN-TWI-01,Twin Room,2,2,46.99,93.98,Online travel agency,Completed,28,9,High,Sunday,False
SYN-B000206,2023-08-16,2023-09-27,2023-10-01,SYN-TWI-01,Twin Room,2,4,46.1,184.4,Direct,Completed,42,9,High,Wednesday,False
SYN-B000207,2023-09-14,2023-09-27,2023-09-30,SYN-FAM-01,Family Room,3,3,51.25,153.75,Direct,Completed,13,9,High,Wednesday,False
SYN-B000208,2023-09-19,2023-09-27,2023-09-29,SYN-SUP-01,Superior Double,2,2,53.95,0.0,Direct,Cancelled,8,9,High,Wednesday,False
SYN-B000209,2023-08-27,2023-09-30,2023-10-03,SYN-FAM-01,Family Room,4,3,57.21,171.63,Online travel agency,Completed,34,9,High,Saturday,True
SYN-B000210,2023-08-08,2023-09-30,2023-10-02,SYN-SUP-01,Superior Double,1,2,56.67,113.34,Direct,Completed,53,9,High,Saturday,True
SYN-B000211,2023-09-07,2023-10-01,2023-10-02,SYN-TWI-01,Twin Room,1,1,38.1,38.1,Direct,Completed,24,10,Shoulder,Sunday,False
SYN-B000212,2023-09-17,2023-10-02,2023-10-05,SYN-STA-01,Standard Double,1,3,34.7,0.0,Online travel agency,Cancelled,15,10,Shoulder,Monday,False
SYN-B000213,2023-08-27,2023-10-03,2023-10-04,SYN-FAM-01,Family Room,1,1,41.07,41.07,Online travel agency,Completed,37,10,Shoulder,Tuesday,False
SYN-B000214,2023-09-24,2023-10-04,2023-10-05,SYN-TWI-01,Twin Room,1,1,36.21,36.21,Online travel agency,Completed,10,10,Shoulder,Wednesday,False
SYN-B000215,2023-08-22,2023-10-05,2023-10-07,SYN-SUP-01,Superior Double,2,2,42.93,85.86,Online travel agency,Completed,44,10,Shoulder,Thursday,False
SYN-B000216,2023-10-05,2023-10-07,2023-10-09,SYN-SUP-01,Superior Double,1,2,46.42,0.0,Online travel agency,Cancelled,2,10,Shoulder,Saturday,True
SYN-B000217,2023-09-24,2023-10-08,2023-10-09,SYN-TWI-01,Twin Room,1,1,38.1,38.1,Direct,Completed,14,10,Shoulder,Sunday,False
SYN-B000218,2023-09-26,2023-10-08,2023-10-11,SYN-SUP-01,Superior Double,1,3,40.78,122.34,Online travel agency,Completed,12,10,Shoulder,Sunday,False
SYN-B000219,2023-09-12,2023-10-09,2023-10-10,SYN-STA-01,Standard Double,1,1,36.06,36.06,Online travel agency,Completed,27,10,Shoulder,Monday,False
SYN-B000220,2023-10-05,2023-10-12,2023-10-14,SYN-FAM-01,Family Room,4,2,38.55,77.1,Travel agent,Completed,7,10,Shoulder,Thursday,False
SYN-B000221,2023-10-05,2023-10-13,2023-10-16,SYN-STA-01,Standard Double,2,3,39.29,117.87,Online travel agency,Completed,8,10,Shoulder,Friday,True
SYN-B000222,2023-10-09,2023-10-16,2023-10-18,SYN-TWI-01,Twin Room,2,2,35.59,0.0,Online travel agency,Cancelled,7,10,Shoulder,Monday,False
SYN-B000223,2023-10-16,2023-10-18,2023-10-20,SYN-SUP-01,Superior Double,1,2,42.47,0.0,Online travel agency,Cancelled,2,10,Shoulder,Wednesday,False
SYN-B000224,2023-09-15,2023-10-21,2023-10-22,SYN-FAM-01,Family Room,1,1,43.23,43.23,Direct,Completed,36,10,Shoulder,Saturday,True
SYN-B000225,2023-09-18,2023-10-21,2023-10-22,SYN-SUP-01,Superior Double,2,1,46.84,46.84,Online travel agency,Completed,33,10,Shoulder,Saturday,True
SYN-B000226,2023-10-09,2023-10-22,2023-10-26,SYN-STA-01,Standard Double,2,4,35.22,140.88,Online travel agency,Completed,13,10,Shoulder,Sunday,False
SYN-B000227,2023-10-12,2023-10-22,2023-10-25,SYN-TWI-01,Twin Room,2,3,35.04,105.12,Travel agent,Completed,10,10,Shoulder,Sunday,False
SYN-B000228,2023-10-20,2023-10-25,2023-10-26,SYN-TWI-01,Twin Room,1,1,34.82,0.0,Online travel agency,Cancelled,5,10,Shoulder,Wednesday,False
SYN-B000229,2023-09-13,2023-10-25,2023-10-26,SYN-SUP-01,Superior Double,1,1,44.08,44.08,Direct,Completed,42,10,Shoulder,Wednesday,False
SYN-B000230,2023-10-14,2023-10-27,2023-10-31,SYN-SUP-01,Superior Double,1,4,45.02,180.08,Online travel agency,Completed,13,10,Shoulder,Friday,True
SYN-B000231,2023-09-30,2023-10-28,2023-10-30,SYN-TWI-01,Twin Room,2,2,37.92,75.84,Direct,Completed,28,10,Shoulder,Saturday,True
SYN-B000232,2023-10-09,2023-10-30,2023-11-01,SYN-FAM-01,Family Room,3,2,41.18,82.36,Online travel agency,Completed,21,10,Shoulder,Monday,False
SYN-B000233,2023-10-15,2023-11-01,2023-11-02,SYN-STA-01,Standard Double,2,1,32.42,0.0,Travel agent,Cancelled,17,11,Low,Wednesday,False
SYN-B000234,2023-10-09,2023-11-03,2023-11-05,SYN-STA-01,Standard Double,2,2,34.08,68.16,Direct,Completed,25,11,Low,Friday,True
SYN-B000235,2023-10-16,2023-11-03,2023-11-05,SYN-TWI-01,Twin Room,2,2,34.16,68.32,Online travel agency,Completed,18,11,Low,Friday,True
SYN-B000236,2023-10-23,2023-11-03,2023-11-07,SYN-SUP-01,Superior Double,1,4,39.39,157.56,Online travel agency,Completed,11,11,Low,Friday,True
SYN-B000237,2023-10-13,2023-11-04,2023-11-06,SYN-FAM-01,Family Room,3,2,41.27,82.54,Direct,Completed,22,11,Low,Saturday,True
SYN-B000238,2023-11-03,2023-11-10,2023-11-14,SYN-STA-01,Standard Double,1,4,36.12,144.48,Online travel agency,Completed,7,11,Low,Friday,True
SYN-B000239,2023-11-02,2023-11-15,2023-11-17,SYN-SUP-01,Superior Double,2,2,38.6,77.2,Direct,Completed,13,11,Low,Wednesday,False
SYN-B000240,2023-11-07,2023-11-16,2023-11-19,SYN-TWI-01,Twin Room,2,3,33.45,100.35,Direct,Completed,9,11,Low,Thursday,False
SYN-B000241,2023-11-09,2023-11-22,2023-11-26,SYN-SUP-01,Superior Double,2,4,38.49,153.96,Online travel agency,Completed,13,11,Low,Wednesday,False
SYN-B000242,2023-11-11,2023-11-25,2023-11-27,SYN-STA-01,Standard Double,2,2,35.01,0.0,Travel agent,Cancelled,14,11,Low,Saturday,True
SYN-B000243,2023-10-13,2023-11-28,2023-11-30,SYN-STA-01,Standard Double,1,2,30.97,61.94,Direct,Completed,46,11,Low,Tuesday,False
SYN-B000244,2023-11-16,2023-11-28,2023-11-30,SYN-SUP-01,Superior Double,2,2,37.28,74.56,Direct,Completed,12,11,Low,Tuesday,False
SYN-B000245,2023-11-25,2023-11-30,2023-12-02,SYN-STA-01,Standard Double,2,2,33.35,66.7,Direct,Completed,5,11,Low,Thursday,False
SYN-B000246,2023-10-24,2023-12-01,2023-12-03,SYN-SUP-01,Superior Double,2,2,43.44,86.88,Online travel agency,Completed,38,12,Low,Friday,True
SYN-B000247,2023-11-18,2023-12-02,2023-12-05,SYN-TWI-01,Twin Room,1,3,35.83,107.49,Direct,Completed,14,12,Low,Saturday,True
SYN-B000248,2023-11-26,2023-12-02,2023-12-03,SYN-FAM-01,Family Room,2,1,38.39,38.39,Online travel agency,Completed,6,12,Low,Saturday,True
SYN-B000249,2023-11-29,2023-12-05,2023-12-11,SYN-STA-01,Standard Double,2,6,32.17,193.02,Online travel agency,Completed,6,12,Low,Tuesday,False
SYN-B000250,2023-11-27,2023-12-07,2023-12-10,SYN-FAM-01,Family Room,1,3,37.23,111.69,Online travel agency,Completed,10,12,Low,Thursday,False
SYN-B000251,2023-12-01,2023-12-09,2023-12-14,SYN-SUP-01,Superior Double,2,5,41.49,207.45,Online travel agency,Completed,8,12,Low,Saturday,True
SYN-B000252,2023-10-24,2023-12-12,2023-12-15,SYN-TWI-01,Twin Room,1,3,32.06,96.18,Direct,Completed,49,12,Low,Tuesday,False
SYN-B000253,2023-12-03,2023-12-12,2023-12-15,SYN-FAM-01,Family Room,2,3,37.94,113.82,Online travel agency,Completed,9,12,Low,Tuesday,False
SYN-B000254,2023-11-17,2023-12-16,2023-12-18,SYN-STA-01,Standard Double,2,2,32.84,65.68,Online travel agency,Completed,29,12,Low,Saturday,True
SYN-B000255,2023-12-08,2023-12-16,2023-12-18,SYN-SUP-01,Superior Double,2,2,41.88,83.76,Direct,Completed,8,12,Low,Saturday,True
SYN-B000256,2023-11-18,2023-12-17,2023-12-19,SYN-FAM-01,Family Room,1,2,38.75,0.0,Direct,Cancelled,29,12,Low,Sunday,False
SYN-B000257,2023-12-05,2023-12-18,2023-12-19,SYN-STA-01,Standard Double,,1,32.63,32.63,Travel agent,Completed,13,12,Low,Monday,False
SYN-B000258,2023-12-12,2023-12-18,2023-12-20,SYN-TWI-01,Twin Room,2,2,34.83,69.66,Direct,Completed,6,12,Low,Monday,False
SYN-B000259,2023-12-11,2023-12-20,2023-12-24,SYN-STA-01,Standard Double,2,4,30.87,123.48,Online travel agency,Completed,9,12,Low,Wednesday,False
SYN-B000260,2023-12-04,2023-12-20,2023-12-23,SYN-FAM-01,Family Room,1,3,37.2,0.0,Online travel agency,Cancelled,16,12,Low,Wednesday,False
SYN-B000261,2023-12-22,2023-12-24,2023-12-26,SYN-TWI-01,Twin Room,2,2,30.21,60.42,Direct,Completed,2,12,Low,Sunday,False
SYN-B000262,2023-12-19,2023-12-27,2023-12-30,SYN-SUP-01,Superior Double,1,3,37.51,112.53,Direct,Completed,8,12,Low,Wednesday,False
SYN-B000263,2023-11-22,2023-12-29,2024-01-01,SYN-TWI-01,Twin Room,2,3,36.43,109.29,Online travel agency,Completed,37,12,Low,Friday,True
SYN-B000264,2023-12-25,2023-12-31,2024-01-02,SYN-STA-01,Standard Double,2,2,30.89,61.78,Direct,Completed,6,12,Low,Sunday,False
SYN-B000265,2023-12-21,2024-01-05,2024-01-06,SYN-TWI-01,Twin Room,1,1,37.63,37.63,Direct,Completed,15,1,Low,Friday,True
SYN-B000266,2023-12-26,2024-01-06,2024-01-08,SYN-TWI-01,Twin Room,2,2,36.79,73.58,Online travel agency,Completed,11,1,Low,Saturday,True
SYN-B000267,2023-12-23,2024-01-06,2024-01-09,SYN-SUP-01,Superior Double,1,3,41.31,0.0,Online travel agency,Cancelled,14,1,Low,Saturday,True
SYN-B000268,2023-12-25,2024-01-08,2024-01-09,SYN-STA-01,Standard Double,1,1,33.89,33.89,Direct,Completed,14,1,Low,Monday,False
SYN-B000269,2024-01-12,2024-01-15,2024-01-21,SYN-STA-01,Standard Double,1,6,30.16,180.96,Online travel agency,Completed,3,1,Low,Monday,False
SYN-B000270,2024-01-07,2024-01-19,2024-01-20,SYN-FAM-01,Family Room,1,1,42.74,42.74,Direct,Completed,12,1,Low,Friday,True
SYN-B000271,2024-01-15,2024-01-26,2024-01-31,SYN-FAM-01,Family Room,3,5,42.21,211.05,Online travel agency,Completed,11,1,Low,Friday,True
SYN-B000272,2024-01-14,2024-01-28,2024-02-03,SYN-TWI-01,Twin Room,1,6,32.26,193.56,Online travel agency,Completed,14,1,Low,Sunday,False
SYN-B000273,2024-01-19,2024-01-29,2024-01-30,SYN-SUP-01,Superior Double,2,1,41.61,41.61,Direct,Completed,10,1,Low,Monday,False
SYN-B000274,2024-01-23,2024-02-01,2024-02-07,SYN-STA-01,Standard Double,1,6,30.89,185.34,Online travel agency,Completed,9,2,Low,Thursday,False
SYN-B000275,2023-12-26,2024-02-03,2024-02-04,SYN-TWI-01,Twin Room,2,1,34.92,34.92,Online travel agency,Completed,39,2,Low,Saturday,True
SYN-B000276,2024-01-09,2024-02-03,2024-02-07,SYN-SUP-01,Superior Double,1,4,44.77,179.08,Direct,Completed,25,2,Low,Saturday,True
SYN-B000277,2024-01-29,2024-02-07,2024-02-08,SYN-STA-01,Standard Double,2,1,33.64,33.64,Direct,Completed,9,2,Low,Wednesday,False
SYN-B000278,2024-01-19,2024-02-08,2024-02-10,SYN-TWI-01,Twin Room,2,2,34.58,69.16,Online travel agency,Completed,20,2,Low,Thursday,False
SYN-B000279,2024-02-02,2024-02-10,2024-02-12,SYN-FAM-01,Family Room,1,2,39.49,78.98,Direct,Completed,8,2,Low,Saturday,True
SYN-B000280,2024-02-06,2024-02-14,2024-02-16,SYN-SUP-01,Superior Double,1,2,37.42,0.0,Online travel agency,Cancelled,8,2,Low,Wednesday,False
SYN-B000281,2024-02-11,2024-02-15,2024-02-17,SYN-TWI-01,Twin Room,1,2,35.61,71.22,Direct,Completed,4,2,Low,Thursday,False
SYN-B000282,2024-01-30,2024-02-18,2024-02-20,SYN-STA-01,Standard Double,1,2,33.39,66.78,Direct,Completed,19,2,Low,Sunday,False
SYN-B000283,2024-02-13,2024-02-18,2024-02-20,SYN-SUP-01,Superior Double,1,2,39.35,78.7,Online travel agency,Completed,5,2,Low,Sunday,False
SYN-B000284,2024-01-27,2024-02-20,2024-02-23,SYN-TWI-01,Twin Room,2,3,34.19,0.0,Direct,Cancelled,24,2,Low,Tuesday,False
SYN-B000285,2024-01-21,2024-02-20,2024-02-25,SYN-FAM-01,Family Room,4,5,35.67,0.0,Online travel agency,Cancelled,30,2,Low,Tuesday,False
SYN-B000286,2024-01-22,2024-02-20,2024-02-24,SYN-SUP-01,Superior Double,1,4,39.44,157.76,Direct,Completed,29,2,Low,Tuesday,False
SYN-B000287,2024-02-15,2024-02-22,2024-02-24,SYN-STA-01,Standard Double,2,2,32.03,64.06,Online travel agency,Completed,7,2,Low,Thursday,False
SYN-B000288,2024-02-09,2024-02-23,2024-02-24,SYN-TWI-01,Twin Room,2,1,36.88,36.88,Online travel agency,Completed,14,2,Low,Friday,True
SYN-B000289,2024-02-18,2024-02-24,2024-02-25,SYN-TWI-01,Twin Room,2,1,35.86,35.86,Direct,Completed,6,2,Low,Saturday,True
SYN-B000290,2024-02-14,2024-02-28,2024-03-01,SYN-STA-01,Standard Double,2,2,34.48,0.0,Direct,Cancelled,14,2,Low,Wednesday,False
SYN-B000291,2024-02-23,2024-03-02,2024-03-05,SYN-TWI-01,Twin Room,1,3,34.78,0.0,Travel agent,Cancelled,8,3,Low,Saturday,True
SYN-B000292,2024-02-16,2024-03-02,2024-03-08,SYN-SUP-01,Superior Double,2,6,43.38,0.0,Online travel agency,Cancelled,15,3,Low,Saturday,True
SYN-B000293,2024-02-11,2024-03-03,2024-03-05,SYN-STA-01,Standard Double,2,2,33.97,67.94,Direct,Completed,21,3,Low,Sunday,False
SYN-B000294,2024-01-25,2024-03-05,2024-03-12,SYN-TWI-01,Twin Room,1,7,33.06,231.42,Online travel agency,Completed,40,3,Low,Tuesday,False
SYN-B000295,2024-02-27,2024-03-05,2024-03-07,SYN-FAM-01,Family Room,1,2,39.24,78.48,Direct,Completed,7,3,Low,Tuesday,False
SYN-B000296,2024-02-13,2024-03-08,2024-03-09,SYN-STA-01,Standard Double,1,1,37.18,37.18,Online travel agency,Completed,24,3,Low,Friday,True
SYN-B000297,2024-02-17,2024-03-08,2024-03-12,SYN-FAM-01,Family Room,2,4,41.12,164.48,Online travel agency,Completed,20,3,Low,Friday,True
SYN-B000298,2024-03-13,2024-03-15,2024-03-18,SYN-TWI-01,Twin Room,1,3,35.98,0.0,Online travel agency,Cancelled,2,3,Low,Friday,True
SYN-B000299,2024-02-26,2024-03-17,2024-03-21,SYN-STA-01,Standard Double,2,4,34.65,138.6,Online travel agency,Completed,20,3,Low,Sunday,False
SYN-B000300,2024-03-09,2024-03-20,2024-03-22,SYN-FAM-01,Family Room,3,2,39.06,78.12,Direct,Completed,11,3,Low,Wednesday,False
SYN-B000301,2024-03-17,2024-03-21,2024-03-22,SYN-STA-01,Standard Double,2,1,34.01,34.01,Direct,Completed,4,3,Low,Thursday,False
SYN-B000302,2024-03-13,2024-03-24,2024-03-28,SYN-TWI-01,Twin Room,1,4,33.78,135.12,Direct,Completed,11,3,Low,Sunday,False
SYN-B000303,2024-03-06,2024-03-30,2024-04-03,SYN-SUP-01,Superior Double,2,4,42.49,169.96,Online travel agency,Completed,24,3,Low,Saturday,True
SYN-B000304,2024-02-26,2024-04-01,2024-04-02,SYN-TWI-01,Twin Room,2,1,38.71,38.71,Online travel agency,Completed,35,4,Shoulder,Monday,False
SYN-B000305,2024-03-25,2024-04-02,2024-04-04,SYN-TWI-01,Twin Room,2,2,35.6,71.2,Direct,Completed,8,4,Shoulder,Tuesday,False
SYN-B000306,2024-03-25,2024-04-05,2024-04-08,SYN-STA-01,Standard Double,1,3,39.34,118.02,Online travel agency,Completed,11,4,Shoulder,Friday,True
SYN-B000307,2024-03-03,2024-04-06,2024-04-07,SYN-FAM-01,Family Room,2,1,44.53,44.53,Online travel agency,Completed,34,4,Shoulder,Saturday,True
SYN-B000308,2024-03-18,2024-04-07,2024-04-10,SYN-TWI-01,Twin Room,1,3,34.75,0.0,Online travel agency,Cancelled,20,4,Shoulder,Sunday,False
SYN-B000309,2024-03-14,2024-04-09,2024-04-11,SYN-STA-01,Standard Double,2,2,35.34,70.68,Direct,Completed,26,4,Shoulder,Tuesday,False
SYN-B000310,2024-03-23,2024-04-09,2024-04-11,SYN-TWI-01,Twin Room,2,2,36.37,72.74,Online travel agency,Completed,17,4,Shoulder,Tuesday,False
SYN-B000311,2024-04-03,2024-04-09,2024-04-12,SYN-SUP-01,Superior Double,2,3,44.33,132.99,Direct,Completed,6,4,Shoulder,Tuesday,False
SYN-B000312,2024-04-02,2024-04-11,2024-04-13,SYN-FAM-01,Family Room,4,2,38.81,0.0,Online travel agency,Cancelled,9,4,Shoulder,Thursday,False
SYN-B000313,2024-03-17,2024-04-13,2024-04-15,SYN-STA-01,Standard Double,2,2,37.63,75.26,Online travel agency,Completed,27,4,Shoulder,Saturday,True
SYN-B000314,2024-03-15,2024-04-13,2024-04-16,SYN-TWI-01,Twin Room,1,3,38.01,0.0,Online travel agency,Cancelled,29,4,Shoulder,Saturday,True
SYN-B000315,2024-04-09,2024-04-19,2024-04-25,SYN-STA-01,Standard Double,2,6,39.6,237.6,Travel agent,Completed,10,4,Shoulder,Friday,True
SYN-B000316,2024-03-31,2024-04-19,2024-04-20,SYN-FAM-01,Family Room,4,1,45.21,0.0,Online travel agency,Cancelled,19,4,Shoulder,Friday,True
SYN-B000317,2024-03-31,2024-04-19,2024-04-22,SYN-SUP-01,Superior Double,2,3,47.66,142.98,Online travel agency,Completed,19,4,Shoulder,Friday,True
SYN-B000318,2024-04-17,2024-04-20,2024-04-23,SYN-FAM-01,Family Room,2,3,42.74,128.22,Direct,Completed,3,4,Shoulder,Saturday,True
SYN-B000319,2024-03-29,2024-04-21,2024-04-24,SYN-TWI-01,Twin Room,1,3,38.75,116.25,Online travel agency,Completed,23,4,Shoulder,Sunday,False
SYN-B000320,2024-03-14,2024-04-24,2024-04-27,SYN-FAM-01,Family Room,3,3,40.92,122.76,Travel agent,Completed,41,4,Shoulder,Wednesday,False
SYN-B000321,2024-04-03,2024-04-25,2024-04-28,SYN-TWI-01,Twin Room,1,3,36.99,110.97,Direct,Completed,22,4,Shoulder,Thursday,False
SYN-B000322,2024-04-20,2024-04-27,2024-04-28,SYN-STA-01,Standard Double,2,1,36.34,36.34,Direct,Completed,7,4,Shoulder,Saturday,True
SYN-B000323,2024-04-14,2024-04-27,2024-05-02,SYN-FAM-01,Family Room,2,5,43.7,0.0,Online travel agency,Cancelled,13,4,Shoulder,Saturday,True
SYN-B000324,2024-04-25,2024-04-29,2024-05-02,SYN-FAM-01,Family Room,2,3,40.68,122.04,Travel agent,Completed,4,4,Shoulder,Monday,False
SYN-B000325,2024-04-19,2024-05-01,2024-05-04,SYN-SUP-01,Superior Double,2,3,45.2,135.6,Online travel agency,Completed,12,5,Shoulder,Wednesday,False
SYN-B000326,2024-04-14,2024-05-02,2024-05-04,SYN-FAM-01,Family Room,3,2,41.31,82.62,Direct,Completed,18,5,Shoulder,Thursday,False
SYN-B000327,2024-04-28,2024-05-03,2024-05-07,SYN-STA-01,Standard Double,1,4,37.83,151.32,Direct,Completed,5,5,Shoulder,Friday,True
SYN-B000328,2024-04-30,2024-05-03,2024-05-05,SYN-TWI-01,Twin Room,2,2,38.25,76.5,Online travel agency,Completed,3,5,Shoulder,Friday,True
SYN-B000329,2024-04-29,2024-05-04,2024-05-05,SYN-FAM-01,Family Room,1,1,46.46,0.0,Direct,Cancelled,5,5,Shoulder,Saturday,True
SYN-B000330,2024-04-25,2024-05-06,2024-05-10,SYN-SUP-01,Superior Double,1,4,42.96,171.84,Online travel agency,Completed,11,5,Shoulder,Monday,False
SYN-B000331,2024-04-20,2024-05-08,2024-05-09,SYN-TWI-01,Twin Room,1,1,36.85,36.85,Online travel agency,Completed,18,5,Shoulder,Wednesday,False
SYN-B000332,2024-04-24,2024-05-11,2024-05-14,SYN-FAM-01,Family Room,2,3,43.25,129.75,Direct,Completed,17,5,Shoulder,Saturday,True
SYN-B000333,2024-05-01,2024-05-12,2024-05-16,SYN-STA-01,Standard Double,2,4,35.74,142.96,Online travel agency,Completed,11,5,Shoulder,Sunday,False
SYN-B000334,2024-04-13,2024-05-12,2024-05-15,SYN-SUP-01,Superior Double,1,3,41.25,123.75,Direct,Completed,29,5,Shoulder,Sunday,False
SYN-B000335,2024-05-09,2024-05-14,2024-05-16,SYN-TWI-01,Twin Room,1,2,36.39,72.78,Online travel agency,Completed,5,5,Shoulder,Tuesday,False
SYN-B000336,2024-04-26,2024-05-15,2024-05-19,SYN-SUP-01,Superior Double,2,4,43.84,175.36,Direct,Completed,19,5,Shoulder,Wednesday,False
SYN-B000337,2024-04-26,2024-05-16,2024-05-18,SYN-STA-01,Standard Double,2,2,37.64,0.0,Online travel agency,Cancelled,20,5,Shoulder,Thursday,False
SYN-B000338,2024-04-07,2024-05-16,2024-05-17,SYN-FAM-01,Family Room,1,1,40.77,40.77,Direct,Completed,39,5,Shoulder,Thursday,False
SYN-B000339,2024-05-15,2024-05-17,2024-05-20,SYN-TWI-01,Twin Room,1,3,39.5,118.5,Direct,Completed,2,5,Shoulder,Friday,True
SYN-B000340,2024-05-07,2024-05-19,2024-05-21,SYN-STA-01,Standard Double,2,2,35.01,70.02,Direct,Completed,12,5,Shoulder,Sunday,False
SYN-B000341,2024-05-09,2024-05-19,2024-05-23,SYN-FAM-01,Family Room,2,4,39.1,156.4,Direct,Completed,10,5,Shoulder,Sunday,False
SYN-B000342,2024-05-01,2024-05-20,2024-05-21,SYN-TWI-01,Twin Room,1,1,36.93,36.93,Direct,Completed,19,5,Shoulder,Monday,False
